"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x4789453135","x1243215617227804675",2020-03-26 16:37:55,"desimojito","TMC councillor Akhtar Hussain calls out Muslims for Azaan. He says Azaan will fight Coronavirus https://t.co/yZ781n4CUH","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1243208330325057536/pu/img/y3n3jeC9wU5XaKA6.jpg","https://t.co/yZ781n4CUH","https://twitter.com/iRupND/status/1243208398859952129/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1243208330325057536/pu/img/y3n3jeC9wU5XaKA6.jpg","https://t.co/yZ781n4CUH","https://twitter.com/iRupND/status/1243208398859952129/video/1",,"x1208374768769986560","iRupND","en",,,,,,,,,,,,,,,,"x1243208398859952129","TMC councillor Akhtar Hussain calls out Muslims for Azaan. He says Azaan will fight Coronavirus https://t.co/yZ781n4CUH",2020-03-26 16:09:14,"Twitter for iPhone",468,357,"x1208374768769986560","iRupND","Roop Darak",20679,165,2940,,"BJYM Telangana State Official Spokesperson l Nationalist",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/desimojito/status/1243215617227804675","desi mojito","Global citizen ","retired captain of our gully cricket team. blood group is <U+0001F308>",,FALSE,82763,588,227,157022,262715,2016-01-20 16:07:53,FALSE,,,,"https://pbs.twimg.com/profile_banners/4789453135/1562906577","","http://pbs.twimg.com/profile_images/1236637352929288193/ODyD7uwY_normal.jpg"
"x843650671316549632","x1243215605915942912",2020-03-26 16:37:52,"dmarkley1991","@fuckhannibalb @Leon_1350 Racism? Pretty sure he's stating facts, bud. Also Muslims arent a race dipshit.","Twitter Web App",79,"x1243174207850254337","x1189677933876727812","fuckhannibalb",FALSE,FALSE,1,0,0,0,,,,,,,,,,,,,,"x1189677933876727812 x1162114366684221440","fuckhannibalb Leon_1350","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/dmarkley1991/status/1243215605915942912","Dillon Markley",,,,FALSE,2,7,0,10,12,2017-03-20 02:29:29,FALSE,,,,,"","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x915272535079636992","x1243215600945713155",2020-03-26 16:37:51,"AnisGIRL2","@131089Subash @Thennu_M @KasthuriShankar Q4:95 states, “Allah hath granted a grade higher to those who strive and fight with their goods and persons than to those who sit (at home).” Q8:60 advises Muslims “to strike terror into (the hearts of) the enemies, of Allah and your enemies, and others Q9:29","Twitter for iPhone",99,"x1243210343318294528","x1105377906702741509","131089Subash",FALSE,FALSE,1,0,0,2,,,"twitter.com/i/web/status/1…","https://t.co/PS0CwSHOlb","https://twitter.com/i/web/status/1243215600945713155",,,,,,,,,"x1105377906702741509 x714752435655426049 x324969818","131089Subash Thennu_M KasthuriShankar","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AnisGIRL2/status/1243215600945713155","Nanban Da","Chennai","CHENNAI INDIA",,FALSE,5,26,0,164,1057,2017-10-03 17:49:12,FALSE,,,,,"","http://pbs.twimg.com/profile_images/915272853066539012/SAbMoppp_normal.jpg"
"x1232227921172975617","x1243215596184985600",2020-03-26 16:37:50,"kalwadia_rahul","Jharkhand: 11 foreign Maulvis, including 3 Chinese hiding in a Ranchi mosque nabbed, passports seized
https://t.co/Cf30zjLbbO","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x74980737","OpIndia_com","en",,,,,,,,,,,,,,,,"x1243041992281636872","Jharkhand: 11 foreign Maulvis, including 3 Chinese hiding in a Ranchi mosque nabbed, passports seized
https://t.co/Cf30zjLbbO",2020-03-26 05:08:00,"TweetDeck",1372,855,"x74980737","OpIndia_com","OpIndia.com",268978,126,46430,"New Delhi","News and opinions website, bringing the right side of India to you.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kalwadia_rahul/status/1243215596184985600","RAHUL KALWADIA",,,,FALSE,162,267,0,513,3498,2020-02-25 08:56:59,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1235254851195383809/05fOzff1_normal.jpg"
"x925786569276928000","x1243215587649585152",2020-03-26 16:37:48,"DrRahman93","Due to #NovelCoronavirus pandemic, Muslims are recommended to offer Zuhur at home instead of praying Jumah at mosques. DON'T come out for congregational prayers and #StayAtHomeSaveLives. It is mandatory upon all to avoid causing harm to their fellow citizens. 
#NoJumahInMasjid","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,"NovelCoronavirus",,,,,,,,,,,,,"x954537278478708737","AIMPLB_Official","en",,,,,,,,,,,,,,,,"x1243202888190447616","Due to #NovelCoronavirus pandemic, Muslims are recommended to offer Zuhur at home instead of praying Jumah at mosques. DON'T come out for congregational prayers and #StayAtHomeSaveLives. It is mandatory upon all to avoid causing harm to their fellow citizens. 
#NoJumahInMasjid",2020-03-26 15:47:20,"Twitter for Android",9116,3923,"x954537278478708737","AIMPLB_Official","All India Muslim Personal Law Board",78691,8,186,"New Delhi, India","Leading Non-Government Organization of Indian Muslims for their legal and constitutional rights. RT is not an endorsement!",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DrRahman93/status/1243215587649585152","Dr.Rahman.Khan<U+0001F1EE><U+0001F1F3>","India","MBBS Student........_________________________________",,FALSE,4126,3686,1,5704,21460,2017-11-01 18:08:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/925786569276928000/1585757669","","http://pbs.twimg.com/profile_images/1244706223380807680/8Kns-zhs_normal.jpg"
"x847773940927868930","x1243215581765042178",2020-03-26 16:37:47,"HarisKhalil10","@TrimiziiiSyeda For the safety of Muslims .","Twitter for Android",27,"x1243213284481908738","x1169645178019299329","TrimiziiiSyeda",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1169645178019299329","TrimiziiiSyeda","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HarisKhalil10/status/1243215581765042178","Haris Khalil","Lahore pakistan ","Servant of ""Ahal e bait"" until death <U+2764><U+2764> Proud to be a Muslim <U+2764><U+2764> Just say Allhamdulliah on everything @PTI_VF",,FALSE,2642,4923,0,35960,21393,2017-03-31 11:33:53,FALSE,,,,"https://pbs.twimg.com/profile_banners/847773940927868930/1567334490","","http://pbs.twimg.com/profile_images/1240754007527825410/XDN2nFvh_normal.jpg"
"x1229061760109273088","x1243215577537273859",2020-03-26 16:37:46,"BaalaBabaji","Police is beating everyone be it Hindus or Muslims. A Hindu congregation was lathicharged in Deoria similarly. This bigoted Ashrafiya is a puss which wont spare anything from contimantion. https://t.co/ReEot95ube","Twitter Web App",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x131791334","VikasSaraswat","en","x1243166374656016384","I request Muslims to avoid going to the mosques for prayers. Let them pray at home. But that doesn’t justify Police thrashing everyone coming out of the mosque. https://t.co/qqaIKq06qw",2020-03-26 13:22:15,"Twitter for iPhone",428,115,"x76558553","shahid_siddiqui","shahid siddiqui",59955,1121,52382,"new delhi","Former Member of Parliament,Managing Director & Chief Editor Weekly Nai Duniya, former Professor of Political Science DU, Published Novel “The Golden Pigeon”.",FALSE,"x1243197714386448386","Police is beating everyone be it Hindus or Muslims. A Hindu congregation was lathicharged in Deoria similarly. This bigoted Ashrafiya is a puss which wont spare anything from contimantion. https://t.co/ReEot95ube",2020-03-26 15:26:47,"Twitter for Android",219,151,"x131791334","VikasSaraswat","Vikas Saraswat",21187,839,99785,"Agra","Entrepreneur and writer. Columnist at Swarajya and Dainik Jagran. Chapter Co ordinator, Indic Academy, Agra


Jamuna kinare mero gaon",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BaalaBabaji/status/1243215577537273859","babaji_baala",,"A lonely wanderer of <U+092E><U+093E><U+0924><U+0943><U+092D><U+0942><U+092E><U+093F>
Twi$$er Fatwa is fun",,FALSE,20,94,0,9346,94,2020-02-16 15:16:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/1229061760109273088/1581868637","","http://pbs.twimg.com/profile_images/1229062647850487810/Y-BUQPOc_normal.jpg"
"x1229061760109273088","x1243215471073263616",2020-03-26 16:37:20,"BaalaBabaji","@shahid_siddiqui Just as unacceptable when Muslims stupidly come out during a lockdown..endangering everybody else. It’s not as if you’ll are God’s special people and all else aren’t...","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x100410807 x76558553","lotusprings shahid_siddiqui","en",,,,,,,,,,,,,,,,"x1243180065761812480","@shahid_siddiqui Just as unacceptable when Muslims stupidly come out during a lockdown..endangering everybody else. It’s not as if you’ll are God’s special people and all else aren’t...",2020-03-26 14:16:39,"Twitter for iPad",19,18,"x100410807","lotusprings","Me <U+0001F1EE><U+0001F1F3>",1493,1241,76372,,"Who in the world am I? Ah, that's the great puzzle. But one thing I do know..We're all mad here...",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BaalaBabaji/status/1243215471073263616","babaji_baala",,"A lonely wanderer of <U+092E><U+093E><U+0924><U+0943><U+092D><U+0942><U+092E><U+093F>
Twi$$er Fatwa is fun",,FALSE,20,94,0,9346,94,2020-02-16 15:16:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/1229061760109273088/1581868637","","http://pbs.twimg.com/profile_images/1229062647850487810/Y-BUQPOc_normal.jpg"
"x1082983817323991040","x1243215575993716743",2020-03-26 16:37:45,"GaleWoo41521620","@piratepenisarrr @Garou_Hidalgo @Cuc06 ...or now Nationalist India under Modi...who has targeted Muslims recently","Twitter Web App",74,"x1243214915990626312","x1141172431","piratepenisarrr",FALSE,FALSE,0,0,0,1,,,,,,,,,,,,,,"x1141172431 x297126538 x985951587033145344","piratepenisarrr Garou_Hidalgo Cuc06","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GaleWoo41521620/status/1243215575993716743","Scuderia","UK","""I will do everything I can to bring the Number One to Ferrari. The whole team and all the fans deserve it.""         

- Michael Schumacher",,FALSE,273,310,0,8731,47572,2019-01-09 12:53:57,FALSE,,,,"https://pbs.twimg.com/profile_banners/1082983817323991040/1547039993","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1082986061993857024/VsJm_ha6_normal.jpg"
"x1167889267","x1243215572923375618",2020-03-26 16:37:45,"MdFujailAhmed","Due to #NovelCoronavirus pandemic, Muslims are recommended to offer Zuhur at home instead of praying Jumah at mosques. DON'T come out for congregational prayers and #StayAtHomeSaveLives. It is mandatory upon all to avoid causing harm to their fellow citizens. 
#NoJumahInMasjid","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,"NovelCoronavirus",,,,,,,,,,,,,"x954537278478708737","AIMPLB_Official","en",,,,,,,,,,,,,,,,"x1243202888190447616","Due to #NovelCoronavirus pandemic, Muslims are recommended to offer Zuhur at home instead of praying Jumah at mosques. DON'T come out for congregational prayers and #StayAtHomeSaveLives. It is mandatory upon all to avoid causing harm to their fellow citizens. 
#NoJumahInMasjid",2020-03-26 15:47:20,"Twitter for Android",9116,3923,"x954537278478708737","AIMPLB_Official","All India Muslim Personal Law Board",78691,8,186,"New Delhi, India","Leading Non-Government Organization of Indian Muslims for their legal and constitutional rights. RT is not an endorsement!",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MdFujailAhmed/status/1243215572923375618","Md. Fujail Ahmed","Azara, Guwahati-17, Assam","BMC,MM.(1st Cls),MA(His)

State Coordinator (Administration), Assam Pradesh Congress Committee Minority Dept.Chairmn, AARDO. Extv Mbr: ALL INDIA MILLI COUNCIL.",,FALSE,2030,1433,2,30361,104431,2013-02-11 05:04:27,FALSE,,,,"https://pbs.twimg.com/profile_banners/1167889267/1539107127","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1129513390907412481/gabdM8l1_normal.jpg"
"x4487280972","x1243215571988008960",2020-03-26 16:37:44,"politicaI_monk","@KhaledBeydoun India's population is 130+ crore approx 1.3 billion
And yeah india has 201 million muslims. 
What an amazing data!","Twitter for Android",114,"x1243080749353492480","x2163076560","KhaledBeydoun",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x2163076560","KhaledBeydoun","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/politicaI_monk/status/1243215571988008960","<U+2206> Kadamb™ Homesick","<U+091B><U+094B><U+091F><U+093E> <U+0915><U+0936><U+094D><U+092E><U+0940><U+0930>","<U+0905><U+0938><U+0902><U+0924><U+0941><U+0937><U+094D><U+091F><U+093E> <U+0926><U+094D><U+0935><U+093F><U+091C><U+093E> <U+0928><U+0937><U+094D><U+091F><U+093E><U+0964> <U+0938><U+0902><U+0924><U+0941><U+0937><U+094D><U+091F><U+093E> <U+091A><U+094D> <U+092A><U+093E><U+0930><U+094D><U+0925><U+093F><U+0935><U+093E><U+0964><U+0964>
<U+0938><U+0932><U+091C><U+094D><U+091C><U+093E> <U+0917><U+0923><U+093F><U+0915><U+093E> <U+0928><U+0937><U+094D><U+091F><U+093E><U+0964> <U+0932><U+091C><U+094D><U+091C><U+093E><U+0939><U+0940><U+0928><U+094D> <U+0915><U+0941><U+0932><U+0938><U+094D><U+0924><U+094D><U+0930><U+093F><U+092F>:<U+0964><U+0964>





<U+0935><U+0940><U+0930> <U+092D><U+094B><U+0917><U+094D><U+092F><U+093E> <U+0935><U+0938><U+0941><U+0902><U+0927><U+0930><U+093E><U+0964><U+0964>




 <U+0913><U+0930><U+093F><U+091C><U+093F><U+0928><U+0932> <U+0935><U+093F><U+0930><U+0932><U+0947> <U+0939><U+0940> <U+092E><U+093F><U+0932> <U+092A><U+093E><U+092F><U+0947><U+0917><U+093E>","http://instagram.com/political_monk",FALSE,94,340,0,2211,17829,2015-12-07 15:41:57,FALSE,,,,"https://pbs.twimg.com/profile_banners/4487280972/1581742907","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1238879321181179904/YWcUzRtp_normal.jpg"
"x1225853930774712320","x1243215571686129665",2020-03-26 16:37:44,"IshaqKh24097311","Sikhs will continue to stand for victims and will continue providing Langar to needy, doesn’t matter it’s ISIL or someone else behind this attack. For us, Hindus and Muslims are human first. Killing us is easy but no one can kill principles given to us by our Gurus. DEG TEG FATEH https://t.co/szBRvUMlzG","Twitter for Android",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x305083281","GurpreetSSahota","en","x1242740866852110337","<U+0915><U+093E><U+092C><U+0941><U+0932> <U+092E><U+0947><U+0902> 11 <U+0938><U+093F><U+0916><U+094B><U+0902> <U+0915><U+0940> <U+0939><U+0924><U+094D><U+092F><U+093E>, <U+0917><U+0941><U+0930><U+0941><U+0926><U+094D><U+0935><U+093E><U+0930><U+0947> <U+092A><U+0930> <U+0939><U+092E><U+0932><U+093E>

<U+0926><U+0941><U+0903><U+0916><U+0926>, <U+0926><U+0930><U+094D><U+0926><U+0928><U+093E><U+0915>, <U+0905><U+092E><U+093E><U+0928><U+0935><U+0940><U+092F>, <U+0905><U+0915><U+094D><U+0937><U+092E><U+094D><U+092F>

<U+0936><U+093E><U+0939><U+0940><U+0928> <U+092C><U+093E><U+0917> <U+092E><U+0947><U+0902> <U+0932><U+0902><U+0917><U+0930> <U+092C><U+093E><U+0902><U+091F><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0906><U+091C> <U+0915><U+094D><U+092F><U+093E> <U+0938><U+094B><U+091A> <U+0930><U+0939><U+0947> <U+0939><U+094B><U+0902><U+0917><U+0947> ? https://t.co/5cYi0qhdBN",2020-03-25 09:11:26,"Twitter for Android",35874,12980,"x31656892","KapilMishra_IND","Kapil Mishra",812800,6732,25673,"New Delhi","father, husband, son, 
New Delhi based political leader,

Hindu,

Proud BJP Worker

<U+0939><U+092E> <U+0915><U+0930><U+0947><U+0902> <U+0930><U+093E><U+0937><U+094D><U+091F><U+094D><U+0930> <U+0906><U+0930><U+093E><U+0927><U+0928>",TRUE,"x1242847448038387712","Sikhs will continue to stand for victims and will continue providing Langar to needy, doesn’t matter it’s ISIL or someone else behind this attack. For us, Hindus and Muslims are human first. Killing us is easy but no one can kill principles given to us by our Gurus. DEG TEG FATEH https://t.co/szBRvUMlzG",2020-03-25 16:14:57,"Twitter for iPhone",10610,2927,"x305083281","GurpreetSSahota","Gurpreet S. Sahota",1830,171,836,"Surrey BC","Editor: Charhdi Kala & Akal Guardian Punjabi Newspapers (Publishing since 1986, serving North America) & presenter of Sargarmia 96.1 FM Swaraj Radio, Vancouver.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/IshaqKh24097311/status/1243215571686129665","Ishaq Khan",,"oprater in amana group rajasthan india",,FALSE,606,2938,1,1631,2650,2020-02-07 18:49:53,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1244341953480871938/qeg-IPTe_normal.jpg"
"x4773663656","x1243215559723872257",2020-03-26 16:37:41,"vmonlab","@earthforseokjin true when we put it in terms of Islam, Muslims who make stuff to their own liking are far worse but I also do think they wouldn’t do sth so stupid if they actually knew what Islam is which might show they’re Muslim just by name not by soul","Twitter for iPhone",123,"x1243210352915070977","x1199358071807627267","earthforseokjin",FALSE,FALSE,1,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/csh9G0809C","https://twitter.com/i/web/status/1243215559723872257",,,,,,,,,"x1199358071807627267","earthforseokjin","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/vmonlab/status/1243215559723872257","nazifa7","#FreePalestine | s/h |<U+0001F1E7><U+0001F1E9>","I’m immune to poison I think",,FALSE,1015,564,10,10350,79455,2016-01-17 13:35:20,FALSE,,,,"https://pbs.twimg.com/profile_banners/4773663656/1585294205","","http://pbs.twimg.com/profile_images/1244145055826239491/RvNA6pse_normal.jpg"
"x602213594","x1243215544205152256",2020-03-26 16:37:38,"BeauAfricana","“These muslims have to do this every time they take a shit?” https://t.co/XwNoWbcWhE","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/EUC4bynX0AEx5-H.jpg","https://t.co/XwNoWbcWhE","https://twitter.com/DindaMok/status/1243196296527335424/photo/1","photo","http://pbs.twimg.com/media/EUC4bynX0AEx5-H.jpg","https://t.co/XwNoWbcWhE","https://twitter.com/DindaMok/status/1243196296527335424/photo/1",,"x1243555561","DindaMok","en",,,,,,,,,,,,,,,,"x1243196296527335424","“These muslims have to do this every time they take a shit?” https://t.co/XwNoWbcWhE",2020-03-26 15:21:09,"Twitter for iPhone",9,6,"x1243555561","DindaMok","<U+2D59><U+2D49><U+2D40><U+2D30><U+2D4E> <U+0001F1F2><U+0001F1E6>",699,291,16340,"LDN/FEZ","Batata m9li enthusiast <U+0001F35F>",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BeauAfricana/status/1243215544205152256","<U+062C><U+062F><U+064A><U+062C><U+0647>' <U+0646><U+0648><U+0631> <U+0627><U+0644><U+0639><U+064A><U+0646>","CRAZY EASTENDER!!","SC:Jiijah <U+0627><U+0644><U+0635><U+0628><U+0631> <U+0647><U+0648> <U+0643><U+0644> <U+0634><U+064A><U+0621> ,<U+0627><U+0644><U+0635><U+0644><U+0627><U+0629> <U+062A><U+062E><U+0641><U+0641> <U+0627><U+0644><U+0623> <U+0644><U+0645>",,FALSE,1052,502,22,115410,7878,2012-06-07 21:26:49,FALSE,,,,"https://pbs.twimg.com/profile_banners/602213594/1571818148","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1243555065606127616/01NswaKI_normal.jpg"
"x3166052413","x1243215541608706048",2020-03-26 16:37:37,"thesanketpatel","Didn't you receive any message from Pakistan!! If you are really so concerned about muslims divert some your energy there as well. We here in India are fighting it United and well. Stop spreading hatred in middle of a Universal crisis. But i think you don't understand it. https://t.co/kENJy9W9bD","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x906594890028523520","AasheerwadD","en",,,,,,,,,,,,,,,,"x1243193364176089089","Didn't you receive any message from Pakistan!! If you are really so concerned about muslims divert some your energy there as well. We here in India are fighting it United and well. Stop spreading hatred in middle of a Universal crisis. But i think you don't understand it. https://t.co/kENJy9W9bD",2020-03-26 15:09:30,"Twitter for Android",52,21,"x906594890028523520","AasheerwadD","Aasheerwad Dwivedi",215,182,1108,"New Delhi, India","Assistant Professor, Economics at SRCC, Delhi University. PhD Candidate JNU.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/thesanketpatel/status/1243215541608706048","I~","Here & There too & Beyond","I am this and that too & transcend the two; Krishna relates me with love, I with surrender & seek refuge in him without fear. (R)Tweets are my tax obligations.",,FALSE,343,845,47,53653,145972,2015-04-20 23:40:29,FALSE,,,,"https://pbs.twimg.com/profile_banners/3166052413/1550503264","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1020992168486305797/HE_c3XTG_normal.jpg"
"x1088764026","x1243215538517655552",2020-03-26 16:37:36,"HAROONFIRDOUS","@Rakesh_VPM @sardesairajdeep One thing is good nowadays Hindu v Muslims debate is stop in tv channels thank God","Twitter for Android",82,"x1243208874330427394","x812510701889593347","Rakesh_VPM",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x812510701889593347 x56304605","Rakesh_VPM sardesairajdeep","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HAROONFIRDOUS/status/1243215538517655552","FIRDOUS AHMAD HAROON","New Delhi, India",,,FALSE,138,1256,6,4228,11176,2013-01-14 11:39:29,FALSE,,,,"https://pbs.twimg.com/profile_banners/1088764026/1462429426","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/724100136662487040/3r_0_mFr_normal.jpg"
"x1029733811016409088","x1243215528551780352",2020-03-26 16:37:34,"Imran41906396","We condemn the India TV activity of misleading and showing wrong pictures of All Muslims. 

#Godi Media","Twitter for Android",,"x1243215396053741569","x1029733811016409088","Imran41906396",FALSE,FALSE,0,0,0,0,"Godi",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Imran41906396/status/1243215528551780352","Imran","Chittorgarh Rajasthan",,,FALSE,281,1244,0,11685,24211,2018-08-15 14:17:26,FALSE,,,,"https://pbs.twimg.com/profile_banners/1029733811016409088/1536395540","","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x4357540159","x1243215524990865408",2020-03-26 16:37:33,"deepak_v21","Almost exclusively most patients who are coming through positive covid-19 are Muslims coz of their travel to the Middle East. They have also spread around the disease to their loved ones. They are still out on streets despite curfew. Go figure who is at risk here. https://t.co/2fl1c1N8xs","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x18579000","Bodhisatvaa","en",,,,,,,,,,,,,,,,"x1243198169044795393","Almost exclusively most patients who are coming through positive covid-19 are Muslims coz of their travel to the Middle East. They have also spread around the disease to their loved ones. They are still out on streets despite curfew. Go figure who is at risk here. https://t.co/2fl1c1N8xs",2020-03-26 15:28:35,"Twitter for iPhone",1187,625,"x18579000","Bodhisatvaa","<U+092C><U+094B><U+0927><U+093F><U+0938><U+0924><U+094D><U+0924><U+094D><U+0935>",8454,1018,22990,,"wanderer/snob/student. knowledgeable Idiot. #TRADTWITTER. @yogeshbond is a fraud #GalGadotian #LarryDavidian ¯\_(<U+30C4>)_/¯",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/deepak_v21/status/1243215524990865408","Deepak<U+0001F1EE><U+0001F1F3>",,"Engineer by profession. Proud Indian... proud Hindu.. Slightly right to the centre.. believe all religions as true..",,FALSE,193,388,11,10368,62652,2015-11-25 16:16:07,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1125443697145831424/qaKKmYaG_normal.jpg"
"x3298561295","x1243215523380449280",2020-03-26 16:37:33,"fellspeaks","@PolishPriest You made a stupid statement &amp; couldn't back it up witb facts. What do you want Muslims in Michigan to do to fit in with the locals, smoke crack, shoot people, join a cult like QAnon?","Twitter for Android",126,"x1243211101036335107","x706345592776060928","PolishPriest",FALSE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/RC00XeQ0bJ","https://twitter.com/i/web/status/1243215523380449280",,,,,,,,,"x706345592776060928","PolishPriest","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/07e9c7d1954fff64.json","Sheffield","Sheffield, England","city","United Kingdom","GB","NA NA","NA NA","-1.573648 -1.573648 -1.325576 -1.325576 53.309898 53.456431 53.456431 53.309898","https://twitter.com/fellspeaks/status/1243215523380449280","Paul Fell","Sheffield, England","#MOT Atheist LEEDS LEEDS LEEDS

Socialist",,FALSE,3553,4557,25,22566,3942,2015-05-25 23:14:59,FALSE,,,,"https://pbs.twimg.com/profile_banners/3298561295/1478187824","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1042387173704642560/Am6AhYD6_normal.jpg"
