"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"143","RT @TheOnion: Southern Governors Argue Covid-19 Good Christian Virus That Wouldn’t Dare Spread During Church https://t.co/vyoob1fn00 https:…",FALSE,0,NA,2020-04-03 20:06:44,FALSE,NA,"1246167271829094405",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ejaymd11",422,TRUE,FALSE,NA,NA
"144","“We’d like to first thank Sacramento Food Bank &amp; Family Services for their consistent commitment to us. SFBFS has b… https://t.co/O4ZVSVXOUi",FALSE,0,NA,2020-04-03 20:06:44,TRUE,NA,"1246167267945009152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SacFoodBank",0,FALSE,FALSE,NA,NA
"145","@Christian_J_D_M @Bmad730 Yes they were, Jay had platinum singles, DMX had platinum singles, there was no Napster a… https://t.co/35OR5Ogl8q",FALSE,0,"Christian_J_D_M",2020-04-03 20:06:43,TRUE,"1246166712111763458","1246167266217123841","930642826164969472","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","panachuck",0,FALSE,FALSE,NA,NA
"146","RT @sallymcmanus: Mining bosses want all rights scrapped except minimum wage &amp; small business reps want unfair dismissal protections gone.…",FALSE,0,NA,2020-04-03 20:06:41,FALSE,NA,"1246167255513042945",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","willie1foot",1408,TRUE,FALSE,NA,NA
"147","RT @JessRobeson: It’s worth pointing out that one of the reasons the French invaded and colonised Algeria was actually to put a stop to thi…",FALSE,0,NA,2020-04-03 20:06:40,FALSE,NA,"1246167252627525632",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","gilli5",65,TRUE,FALSE,NA,NA
"148","🇺🇸Iowa. 

Amy There is a solution to this. This man speaking expresses the same thoughts I learned in my traditiona… https://t.co/kHPAGcVHxq",FALSE,0,NA,2020-04-03 20:06:39,TRUE,NA,"1246167248403914754",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SnowDuchess1",0,FALSE,FALSE,NA,NA
"149","RT @ben_g_texas: Y’all behave so we can float this summer 🙌🏻 https://t.co/pm9aZhEHTo",FALSE,0,NA,2020-04-03 20:06:37,FALSE,NA,"1246167242179579911",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Christian_M09",1971,TRUE,FALSE,NA,NA
"150","RT @emschumacher: It's CBD oil the anointing oil you buy from Christian Book Distributors? https://t.co/8vbfbSZwPX",FALSE,0,NA,2020-04-03 20:06:37,FALSE,NA,"1246167238601838593",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","brianjlund",1,TRUE,FALSE,NA,NA
"151","RT @genaughton57: @DRMBYRNES @AlexBerenson @TuckerCarlson @JBPritzker @IDPH Incompetence flows from the top. 

This train wreck was seen co…",FALSE,0,NA,2020-04-03 20:06:35,FALSE,NA,"1246167232402657281",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nels_christian",2,TRUE,FALSE,NA,NA
"152","@senatemajldr Nobody believes you want to do your work and represent the people, #MoscowMitch. We know you're just… https://t.co/Mth0iDSRU2",FALSE,0,"senatemajldr",2020-04-03 20:06:35,TRUE,"1246162846880354306","1246167232272650242","1249982359","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","snarkysnowqueen",0,FALSE,FALSE,NA,NA
"153","RT @Saj_PakPassion: Just watched a wonderful Sikh gentleman on television knocking on doors &amp; handing out food parcels in the community to…",FALSE,0,NA,2020-04-03 20:06:35,FALSE,NA,"1246167232092266496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Charity_Pak",56,TRUE,FALSE,NA,NA
"154","@tjklune 🤔I can't help wondering why she felt the need to point out how a christian woman should have approached th… https://t.co/PxZSQC9vu3",FALSE,0,"tjklune",2020-04-03 20:06:33,TRUE,"1246149703105986560","1246167224013869057","3423254638","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DPDenman",0,FALSE,FALSE,NA,NA
"155","@OliviaC14337638 @RichardDawkins Right..tell that to the 30+ million atheist Russians and 4+ million Jews killed by… https://t.co/idlLSisLko",FALSE,0,"OliviaC14337638",2020-04-03 20:06:33,TRUE,"1246165099917836288","1246167222546038787","1194302876430032896","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CureTravels",0,FALSE,FALSE,NA,NA
"156","@RyanAZink Excellent resource, a must have for every Christian library.",FALSE,0,"RyanAZink",2020-04-03 20:06:32,FALSE,"1246167009538142208","1246167221195476993","2956807062","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrMullennixC",0,FALSE,FALSE,NA,NA
"157","@correll_sean @MichaellMeister @GiPractitioner @TeddyB_NYGiants @MsPinkFink @DanRather anything that Trumple does t… https://t.co/jH81yshKkg",FALSE,0,"dbanksiii",2020-04-03 20:06:30,TRUE,"1246166926574776320","1246167212001357824","4013249297","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dbanksiii",0,FALSE,FALSE,NA,NA
"158","Beware of Christian brothers",FALSE,0,NA,2020-04-03 20:06:29,FALSE,NA,"1246167207157084166",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Deolzz",0,FALSE,FALSE,NA,NA
"159","RT @ghost_wales: I think Conservatives should take over Twitter it’s time we kick out all the hatred of the left waffle unhinged looney tun…",FALSE,0,NA,2020-04-03 20:06:28,FALSE,NA,"1246167204023930880",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KingOfWrong",11,TRUE,FALSE,NA,NA
"160","@CoachJBHall Brandon J Carothers
2021
3-Sport Athlete
OG/DT/ILB/LS
""Weightroom Dog""
Ht: 6'
Wt: 240
Big Valley Chris… https://t.co/03LSp9nUA8",FALSE,0,"CoachJBHall",2020-04-03 20:06:27,TRUE,"1246122914522583043","1246167197052887040","3038210688","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The_BC_official",0,FALSE,FALSE,NA,NA
"161","RT @mgrant76308: SHOCK: The LGBT lobby group Accountable for Equality Accountable For Equality is attacking Rev Franklin Graham for recruit…",FALSE,0,NA,2020-04-03 20:06:24,FALSE,NA,"1246167186063994886",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BernierJeannine",160,TRUE,FALSE,NA,NA
"162","@NJamesWorld And...
The BBC shows enough christian content.",FALSE,0,"NJamesWorld",2020-04-03 20:06:22,FALSE,"1246021918945415168","1246167179332136962","737694485522612224","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","richunitt",0,FALSE,FALSE,NA,NA
"163","RT @BillyGraham: ""The Holy Spirit can rejuvenate a tired Christian, captivate an indifferent believer, and empower a dry church."" #BillyGra…",FALSE,0,NA,2020-04-03 20:06:20,FALSE,NA,"1246167170930872322",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Baby10710",485,TRUE,FALSE,NA,NA
"164","RT @BillyGraham: ""The Holy Spirit can rejuvenate a tired Christian, captivate an indifferent believer, and empower a dry church."" #BillyGra…",FALSE,0,NA,2020-04-03 20:06:20,FALSE,NA,"1246167167327854593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EverlastingHop7",485,TRUE,FALSE,NA,NA
"165","@masonmennenga No, but I think those are second-order disputes. Maybe Marcion broke the criterion - but, as a minim… https://t.co/tFWYSnijsg",FALSE,0,"masonmennenga",2020-04-03 20:06:19,TRUE,"1246165763079254017","1246167166904303618","185840775","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Robin_C_Douglas",0,FALSE,FALSE,NA,NA
"166","RT @NeverDotard: For a Christian company, they are sure dicks",FALSE,0,NA,2020-04-03 20:06:19,FALSE,NA,"1246167166203748356",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","niecy1102",2,TRUE,FALSE,NA,NA
"167","RT @Twinkle_cheese: For all you TikTok users 😳👀 https://t.co/5rKJ4qZetP",FALSE,0,NA,2020-04-03 20:06:19,FALSE,NA,"1246167165323087872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Christian_McC13",23783,TRUE,FALSE,NA,NA
"168","Brexit: Mark Francois tells Remainer Terry Christian 'you lost' https://t.co/fPyVVWu856",FALSE,0,NA,2020-04-03 20:06:19,FALSE,NA,"1246167163188150273",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Polly_Politics",0,FALSE,FALSE,NA,NA
"169","RT @Nature_and_Race: I'm not even Christian, and I'm still offended by this.

The message they're sending is blatantly clear: You're being…",FALSE,0,NA,2020-04-03 20:06:16,FALSE,NA,"1246167153679765506",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","owennoin",87,TRUE,FALSE,NA,NA
"170","RT @Tim_R_Dawson: I haven't seen a single Conservative commentator wish their opponents were dead. I haven't seen a single Conservative com…",FALSE,0,NA,2020-04-03 20:06:15,FALSE,NA,"1246167149745487873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mossfieldlady",218,TRUE,FALSE,NA,NA
"171","@Kirstenjoyweiss @christianoutlaw My kids go to Christian school and they don't take funds because they do not want… https://t.co/TYFLZYwaKP",FALSE,0,"Kirstenjoyweiss",2020-04-03 20:06:12,TRUE,"1246163851504013312","1246167133937156096","1181055570","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JWilhite1",0,FALSE,FALSE,NA,NA
