"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x577357637","x998538091525738496",2018-05-21 12:16:47,"1960WasGreatYR","When fanatic Muslims started hijacking airplanes, we instituted rigid TSA restrictions. Result? No more hijackings in America. It’s simple enough to institute security protocols that work for schools. Why won’t #Democrats support it?","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x78523300","RealJamesWoods","en",,,,,,,,,,,,,,,,"x998064959954169856","When fanatic Muslims started hijacking airplanes, we instituted rigid TSA restrictions. Result? No more hijackings in America. It’s simple enough to institute security protocols that work for schools. Why won’t #Democrats support it?",2018-05-20 04:56:44,"Twitter for iPhone",47666,17487,"x78523300","RealJamesWoods","James Woods",2300066,5077,29596,,"This is the exclusive verified Twitter account for James Woods. Any other accounts on Twitter, Facebook, http://gab.com, or other social media are imposters.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/1960WasGreatYR/status/998538091525738496","<U+0001F1FA><U+0001F1F8>Loving Life<U+2618><U+FE0F>","USA<U+0001F1FA><U+0001F1F8>","#MAGA<U+0001F1FA><U+0001F1F8> #BuildTheWall #VoterID",,FALSE,2136,3024,0,4815,14364,2012-05-11 18:28:53,FALSE,,,,"https://pbs.twimg.com/profile_banners/577357637/1579085529","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1243178030694117382/9D_f_L_u_normal.jpg"
"x379879748","x998538084747825154",2018-05-21 12:16:46,"Shailenndra","@followsanjeev How many of such Muslims you have found so far ? <U+0001F928>","Twitter Web Client",50,"x998507231598534656","x381036687","followsanjeev",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x381036687","followsanjeev","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Shailenndra/status/998538084747825154","The Infidel (<U+06A9><U+0627><U+0641><U+0631>)",,,,FALSE,158,40,0,30162,74410,2011-09-25 18:24:27,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1236288978183024641/OFb7nJkg_normal.jpg"
"x412984986","x998538082893824000",2018-05-21 12:16:45,"Danfar_","On my way back from work to home there is a church. But today the church courtyard was different. There were many tables where food were placed. I was curious &amp; stopped to ask about if there was a feast and they said to me that we set up Iftar for Muslims

The world we want<U+0001F54C><U+26EA><U+FE0F>","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x834078524277456897","mhdksafa","en",,,,,,,,,,,,,,,,"x997973502824210433","On my way back from work to home there is a church. But today the church courtyard was different. There were many tables where food were placed. I was curious &amp; stopped to ask about if there was a feast and they said to me that we set up Iftar for Muslims

The world we want<U+0001F54C><U+26EA><U+FE0F>",2018-05-19 22:53:19,"Twitter for iPhone",6353,4619,"x834078524277456897","mhdksafa","Mohamad Safa",79823,23,3416,,"Patriotic Vision CEO & Permanent Representative at United Nations. Human Rights advocate & Climate activists. @pvaenglish",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Danfar_/status/998538082893824000","Dan Riro","Internet","Curious. Tech. Music. Banter. Humorn Being","https://mobile.twitter.com/search?q=from%3Adanfar_%20exclude%3Areplies&src=typed_query",FALSE,5985,1963,16,96011,4592,2011-11-15 10:50:06,FALSE,,,,"https://pbs.twimg.com/profile_banners/412984986/1562494164","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1121730856253628417/vmso3Z8o_normal.jpg"
"x27085711","x998537996415721472",2018-05-21 12:16:24,"coolmixtxt","Israeli defense minister says a secretive cabal of powerful Muslims control the media 
https://t.co/VQcaqZgNvr https://t.co/s6DQM3eNKN","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,"timesofisrael.com/liberman-claim…","https://t.co/VQcaqZgNvr","https://www.timesofisrael.com/liberman-claims-muslim-ad-money-encouraging-global-media-bias-against-israel/",,,,,,,,,"x5845492","tomgara","en",,,,,,,,,,,,,,,,"x998251360649916417","Israeli defense minister says a secretive cabal of powerful Muslims control the media 
https://t.co/VQcaqZgNvr https://t.co/s6DQM3eNKN",2018-05-20 17:17:25,"Twitter for iPhone",770,513,"x5845492","tomgara","Tom Gara",54998,1532,112554,"PGP: http://bit.ly/1Nja4jP","through meditation i program my heart to beat breakbeats and hum basslines upon exhalation. (Opinion Editor, BuzzFeed News)",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/coolmixtxt/status/998537996415721472","Solidarity","Philadelphia","HAPPINESS, FREE, FOR EVERYONE, AND LET NO ONE BE FORGOTTEN!",,FALSE,52,281,2,7001,16064,2009-03-27 20:11:38,FALSE,,,,"https://pbs.twimg.com/profile_banners/27085711/1573055540","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/885581526804582400/luKNyZz8_normal.jpg"
"x1376887988","x998537994683518978",2018-05-21 12:16:24,"mziauldin1","<U+0001F622><U+0001F49F><U+0001F622>
#Palastine n muslims https://t.co/8RJBkrl4jK","Facebook",,,,,FALSE,FALSE,0,0,0,0,"Palastine",,"facebook.com/ziauldin123/po…","https://t.co/8RJBkrl4jK","https://www.facebook.com/ziauldin123/posts/1250397358428779",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mziauldin1/status/998537994683518978","Muhammad Ziauldin","Khanewal","IT Engineer. Software Developer
Gcian Gcuf
Aries<U+2648>
22 March Day of land",,FALSE,40,70,0,224,98,2013-04-24 12:03:59,FALSE,,,,"https://pbs.twimg.com/profile_banners/1376887988/1434856686","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1031241504784830465/1VShTky0_normal.jpg"
"x4082797452","x998537991793475584",2018-05-21 12:16:23,"gopala9445","@Atmaprajnananda Madam, this is insulting both to our religion and to that of he xtians and muslims please avoid this.","Twitter Web App",101,"x998537397636755456","x2993533040","Atmaprajnananda",FALSE,FALSE,1,0,0,1,,,,,,,,,,,,,,"x2993533040","Atmaprajnananda","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/gopala9445/status/998537991793475584","Varun","Bharatavarsa","Medico, Hindu, Bhakt #SaveTheDoctors",,FALSE,526,137,35,32087,4993,2015-10-31 19:31:53,FALSE,,,,"https://pbs.twimg.com/profile_banners/4082797452/1554823715","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1139558074354507776/KvMNajm__normal.jpg"
"x837131901903257601","x998537978606686208",2018-05-21 12:16:20,"AngryBlackOwl","But aren't Muslims brainwashed from the day they are born by Mullahs and their parents.
Namaz 10 times a day. Allah allah allah. Isn't this brain washing?
Allah above this. Allah above that. Allah above blowing self up!?
@TarekFatah @AsYouNotWish https://t.co/JcTRLc8d9P","Twitter for Android",140,,,,TRUE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/9…","https://t.co/1b5gWqEyex","https://twitter.com/i/web/status/998537978606686208",,,,,,,,,,,"en","x998455615654686722","Inside the camps where China tries to brainwash Muslims until they love the party and hate their own culture
https://t.co/SHWfoJaLDB",2018-05-21 06:49:03,"Twitter for Android",896,422,"x268676434","RanaAyyub","Rana Ayyub",924314,469,29293,"Mumbai","Journalist. Global Opinions Writer @WashingtonPost. Words in TIME, New Yorker, NYT, Guardian, Foreign Policy.

Book- Gujarat Files: Anatomy of a Cover Up",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AngryBlackOwl/status/998537978606686208","Angry Black Owl","India","Political Commentary! Right-Arm Around The Wicket!Banned by @kavita_krishnan. RTs that irk u r definitely endorsed
Followed by @piyushgoyaloffc & @tajinderbagga",,FALSE,199,153,1,9724,17859,2017-03-02 02:46:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/837131901903257601/1539076594","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1179049982596386817/YU0veHyT_normal.jpg"
"x245461967","x998537972873080832",2018-05-21 12:16:19,"yumuad","On my way back from work to home there is a church. But today the church courtyard was different. There were many tables where food were placed. I was curious &amp; stopped to ask about if there was a feast and they said to me that we set up Iftar for Muslims

The world we want<U+0001F54C><U+26EA><U+FE0F>","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x834078524277456897","mhdksafa","en",,,,,,,,,,,,,,,,"x997973502824210433","On my way back from work to home there is a church. But today the church courtyard was different. There were many tables where food were placed. I was curious &amp; stopped to ask about if there was a feast and they said to me that we set up Iftar for Muslims

The world we want<U+0001F54C><U+26EA><U+FE0F>",2018-05-19 22:53:19,"Twitter for iPhone",6353,4619,"x834078524277456897","mhdksafa","Mohamad Safa",79823,23,3416,,"Patriotic Vision CEO & Permanent Representative at United Nations. Human Rights advocate & Climate activists. @pvaenglish",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/yumuad/status/998537972873080832","ibn SURUR","Abuja","Cool and Like to Connect",,FALSE,164,420,0,764,74,2011-01-31 19:09:45,FALSE,,,,"https://pbs.twimg.com/profile_banners/245461967/1399485083","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1096324492979290112/PE1SRnSi_normal.jpg"
"x902623873019076609","x998537888810831872",2018-05-21 12:15:59,"lilya5ty","*when a non-Muslim woman wears a hijab for a day*

Muslims: wow ty for experiencing our religion! :) :) ur so brave like wow 

*when a Muslim woman wears hijab for Ramadan*

Muslims: lol ur so fake :) why do u even bother :) hijab is sacred lol ur so disrespectful :)","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x910524401048866816","axfxq","en",,,,,,,,,,,,,,,,"x998290827406344192","*when a non-Muslim woman wears a hijab for a day*

Muslims: wow ty for experiencing our religion! :) :) ur so brave like wow 

*when a Muslim woman wears hijab for Ramadan*

Muslims: lol ur so fake :) why do u even bother :) hijab is sacred lol ur so disrespectful :)",2018-05-20 19:54:15,"Twitter for iPhone",10459,7297,"x910524401048866816","axfxq","aineef",4388,391,1370,"Chicago, IL","hs english teacher / poet aineef@outlook.com for inquiries",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lilya5ty/status/998537888810831872","Dr Boot Nortan PhD","Joisey - <U+0001F30D>","5’9 with heels | my header was created by @zahra_kelany",,FALSE,892,629,12,18385,36816,2017-08-29 20:07:56,FALSE,,,,"https://pbs.twimg.com/profile_banners/902623873019076609/1584844121","","http://pbs.twimg.com/profile_images/1241552479550046208/i0SimeMs_normal.jpg"
"x855211890460569600","x998537881923870720",2018-05-21 12:15:57,"chaoticmaddie","""muslims have no concept of taking God’s name in vain, we call on God at every little inconvenience""

this is so right and it makes me laugh anosmfkdjdd","Twitter for Android",,,,,FALSE,FALSE,1,0,0,0,,,"twitter.com/i/web/status/9…","https://t.co/EBOH3bPFho","https://twitter.com/i/web/status/998537881923870720",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/chaoticmaddie/status/998537881923870720","chai latte stirred","pfp: @sonhabem ","<U+25CB> muslim & black • bi • she/her • 23 • maddie/chai <U+25CB> pfp: belle .at. her. finest (ig)",,FALSE,177,505,4,28193,33292,2017-04-21 00:09:38,FALSE,,,,"https://pbs.twimg.com/profile_banners/855211890460569600/1551720974","","http://pbs.twimg.com/profile_images/1231041568741699584/q5Ej_Ts5_normal.jpg"
"x239432527","x998537873434394629",2018-05-21 12:15:55,"inxs58","@QandA Luv those Muslims","Twitter Web Client",17,"x998536204336250881","x16213404","QandA",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x16213404","QandA","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/inxs58/status/998537873434394629","Amelia Grant","Victoria","Some crazy woman that has a opinion about everything whether anyone likes it or not",,FALSE,81,390,0,3555,4387,2011-01-17 16:22:05,FALSE,,,,"https://pbs.twimg.com/profile_banners/239432527/1569730007","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1196413207780265984/1i01V9kA_normal.jpg"
